Linux 3.0.101-0.15-default (axle) 	11/21/2014 	_x86_64_

01:54:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:55:43 AM     all     72.70      0.00     19.15      0.03      0.00      8.12
01:56:43 AM     all     72.72      0.00     21.12      0.01      0.00      6.16
01:57:43 AM     all     72.57      0.00     23.55      0.00      0.00      3.87
01:58:43 AM     all     76.68      0.00     20.30      0.00      0.00      3.01
01:59:43 AM     all     74.52      0.00     22.93      0.00      0.00      2.54
02:00:43 AM     all     72.13      0.00     23.79      0.00      0.00      4.08
02:01:43 AM     all     71.58      0.00     23.55      0.01      0.00      4.86
02:02:43 AM     all     74.38      0.00     22.31      0.00      0.00      3.31
02:03:43 AM     all     80.60      0.00     17.27      0.00      0.00      2.12
02:04:43 AM     all     73.03      0.00     22.20      0.00      0.00      4.77
02:05:43 AM     all     46.78      0.00     16.37      0.01      0.00     36.84
02:06:43 AM     all      6.48      0.00      2.16      0.00      0.00     91.36
02:07:43 AM     all      5.60      0.00      1.82      0.00      0.00     92.58
02:08:43 AM     all      5.47      0.00      1.36      0.00      0.00     93.17
02:09:43 AM     all      5.38      0.00      1.37      0.00      0.00     93.25
